Сегодня, 10.12.2021 19:23:53	C:\Users\IEUser\Desktop\out.zip\out\bit.017.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.017.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:53	C:\Users\IEUser\Desktop\out.zip\out\bit.016.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.016.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:53	C:\Users\IEUser\Desktop\out.zip\out\bit.016.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.016.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:53	C:\Users\IEUser\Desktop\out.zip\out\bit.015.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.015.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:53	C:\Users\IEUser\Desktop\out.zip\out\bit.015.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.015.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:52	C:\Users\IEUser\Desktop\out.zip\out\bit.014.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.014.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:52	C:\Users\IEUser\Desktop\out.zip\out\bit.014.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.014.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:52	C:\Users\IEUser\Desktop\out.zip\out\bit.013.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.013.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:52	C:\Users\IEUser\Desktop\out.zip\out\bit.013.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.013.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:52	C:\Users\IEUser\Desktop\out.zip\out\bit.012.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.012.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:52	C:\Users\IEUser\Desktop\out.zip\out\bit.012.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.012.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:52	C:\Users\IEUser\Desktop\out.zip\out\bit.011.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.011.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:52	C:\Users\IEUser\Desktop\out.zip\out\bit.011.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.011.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:51	C:\Users\IEUser\Desktop\out.zip\out\bit.010.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.010.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:51	C:\Users\IEUser\Desktop\out.zip\out\bit.010.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.010.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:51	C:\Users\IEUser\Desktop\out.zip\out\bit.009.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.009.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:51	C:\Users\IEUser\Desktop\out.zip\out\bit.009.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.009.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:51	C:\Users\IEUser\Desktop\out.zip\out\bit.008.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.008.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:51	C:\Users\IEUser\Desktop\out.zip\out\bit.008.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.008.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:51	C:\Users\IEUser\Desktop\out.zip\out\bit.007.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.007.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:51	C:\Users\IEUser\Desktop\out.zip\out\bit.007.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.007.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:51	C:\Users\IEUser\Desktop\out.zip\out\bit.006.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.006.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:51	C:\Users\IEUser\Desktop\out.zip\out\bit.006.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.006.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:50	C:\Users\IEUser\Desktop\out.zip\out\bit.005.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.005.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:50	C:\Users\IEUser\Desktop\out.zip\out\bit.005.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.005.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:50	C:\Users\IEUser\Desktop\out.zip\out\bit.004.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.004.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:50	C:\Users\IEUser\Desktop\out.zip\out\bit.004.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.004.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:50	C:\Users\IEUser\Desktop\out.zip\out\bit.003.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.003.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:50	C:\Users\IEUser\Desktop\out.zip\out\bit.003.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.003.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:50	C:\Users\IEUser\Desktop\out.zip\out\bit.002.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.002.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:50	C:\Users\IEUser\Desktop\out.zip\out\bit.002.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.002.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:49	C:\Users\IEUser\Desktop\out.zip\out\bit.001.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.001.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:49	C:\Users\IEUser\Desktop\out.zip\out\bit.001.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.001.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:49	C:\Users\IEUser\Desktop\out.zip\out\bit.000.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.000.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
