Сегодня, 10.12.2021 19:24:04	C:\Users\IEUser\Desktop\out.zip\out\bit.057.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.057.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:04	C:\Users\IEUser\Desktop\out.zip\out\bit.056.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.056.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:04	C:\Users\IEUser\Desktop\out.zip\out\bit.056.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.056.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:03	C:\Users\IEUser\Desktop\out.zip\out\bit.055.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.055.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:03	C:\Users\IEUser\Desktop\out.zip\out\bit.055.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.055.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:03	C:\Users\IEUser\Desktop\out.zip\out\bit.054.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.054.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:03	C:\Users\IEUser\Desktop\out.zip\out\bit.054.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.054.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:03	C:\Users\IEUser\Desktop\out.zip\out\bit.053.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.053.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:03	C:\Users\IEUser\Desktop\out.zip\out\bit.053.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.053.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:02	C:\Users\IEUser\Desktop\out.zip\out\bit.052.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.052.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:02	C:\Users\IEUser\Desktop\out.zip\out\bit.052.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.052.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:02	C:\Users\IEUser\Desktop\out.zip\out\bit.051.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.051.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:02	C:\Users\IEUser\Desktop\out.zip\out\bit.051.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.051.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:01	C:\Users\IEUser\Desktop\out.zip\out\bit.050.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.050.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:01	C:\Users\IEUser\Desktop\out.zip\out\bit.050.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.050.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:01	C:\Users\IEUser\Desktop\out.zip\out\bit.049.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.049.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:01	C:\Users\IEUser\Desktop\out.zip\out\bit.049.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.049.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:01	C:\Users\IEUser\Desktop\out.zip\out\bit.048.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.048.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:01	C:\Users\IEUser\Desktop\out.zip\out\bit.048.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.048.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:00	C:\Users\IEUser\Desktop\out.zip\out\bit.047.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.047.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:00	C:\Users\IEUser\Desktop\out.zip\out\bit.047.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.047.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:00	C:\Users\IEUser\Desktop\out.zip\out\bit.046.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.046.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:00	C:\Users\IEUser\Desktop\out.zip\out\bit.046.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.046.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:00	C:\Users\IEUser\Desktop\out.zip\out\bit.045.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.045.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:00	C:\Users\IEUser\Desktop\out.zip\out\bit.045.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.045.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:00	C:\Users\IEUser\Desktop\out.zip\out\bit.044.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.044.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:00	C:\Users\IEUser\Desktop\out.zip\out\bit.044.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.044.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:00	C:\Users\IEUser\Desktop\out.zip\out\bit.043.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.043.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:00	C:\Users\IEUser\Desktop\out.zip\out\bit.043.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.043.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:00	C:\Users\IEUser\Desktop\out.zip\out\bit.042.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.042.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:24:00	C:\Users\IEUser\Desktop\out.zip\out\bit.042.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.042.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:59	C:\Users\IEUser\Desktop\out.zip\out\bit.041.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.041.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:59	C:\Users\IEUser\Desktop\out.zip\out\bit.041.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.041.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:59	C:\Users\IEUser\Desktop\out.zip\out\bit.040.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.040.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:59	C:\Users\IEUser\Desktop\out.zip\out\bit.040.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.040.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:59	C:\Users\IEUser\Desktop\out.zip\out\bit.039.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.039.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:59	C:\Users\IEUser\Desktop\out.zip\out\bit.039.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.039.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:58	C:\Users\IEUser\Desktop\out.zip\out\bit.038.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.038.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:58	C:\Users\IEUser\Desktop\out.zip\out\bit.038.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.038.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:58	C:\Users\IEUser\Desktop\out.zip\out\bit.037.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.037.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:58	C:\Users\IEUser\Desktop\out.zip\out\bit.037.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.037.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:58	C:\Users\IEUser\Desktop\out.zip\out\bit.036.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.036.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:58	C:\Users\IEUser\Desktop\out.zip\out\bit.036.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.036.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:58	C:\Users\IEUser\Desktop\out.zip\out\bit.035.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.035.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:58	C:\Users\IEUser\Desktop\out.zip\out\bit.035.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.035.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:58	C:\Users\IEUser\Desktop\out.zip\out\bit.034.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.034.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:58	C:\Users\IEUser\Desktop\out.zip\out\bit.034.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.034.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:57	C:\Users\IEUser\Desktop\out.zip\out\bit.033.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.033.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:57	C:\Users\IEUser\Desktop\out.zip\out\bit.033.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.033.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:57	C:\Users\IEUser\Desktop\out.zip\out\bit.032.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.032.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:57	C:\Users\IEUser\Desktop\out.zip\out\bit.032.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.032.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:56	C:\Users\IEUser\Desktop\out.zip\out\bit.031.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.031.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:56	C:\Users\IEUser\Desktop\out.zip\out\bit.031.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.031.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:56	C:\Users\IEUser\Desktop\out.zip\out\bit.030.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.030.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:56	C:\Users\IEUser\Desktop\out.zip\out\bit.030.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.030.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:56	C:\Users\IEUser\Desktop\out.zip\out\bit.029.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.029.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:56	C:\Users\IEUser\Desktop\out.zip\out\bit.029.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.029.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:56	C:\Users\IEUser\Desktop\out.zip\out\bit.028.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.028.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:56	C:\Users\IEUser\Desktop\out.zip\out\bit.028.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.028.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:55	C:\Users\IEUser\Desktop\out.zip\out\bit.027.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.027.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:55	C:\Users\IEUser\Desktop\out.zip\out\bit.027.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.027.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:55	C:\Users\IEUser\Desktop\out.zip\out\bit.026.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.026.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:55	C:\Users\IEUser\Desktop\out.zip\out\bit.026.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.026.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:55	C:\Users\IEUser\Desktop\out.zip\out\bit.025.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.025.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:55	C:\Users\IEUser\Desktop\out.zip\out\bit.025.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.025.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:55	C:\Users\IEUser\Desktop\out.zip\out\bit.024.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.024.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:55	C:\Users\IEUser\Desktop\out.zip\out\bit.024.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.024.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:54	C:\Users\IEUser\Desktop\out.zip\out\bit.023.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.023.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:54	C:\Users\IEUser\Desktop\out.zip\out\bit.023.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.023.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:54	C:\Users\IEUser\Desktop\out.zip\out\bit.022.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.022.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:54	C:\Users\IEUser\Desktop\out.zip\out\bit.022.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.022.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:54	C:\Users\IEUser\Desktop\out.zip\out\bit.021.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.021.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:54	C:\Users\IEUser\Desktop\out.zip\out\bit.021.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.021.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:54	C:\Users\IEUser\Desktop\out.zip\out\bit.020.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.020.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:54	C:\Users\IEUser\Desktop\out.zip\out\bit.020.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.020.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:54	C:\Users\IEUser\Desktop\out.zip\out\bit.019.exe\#	Не обработано	Лечение невозможно	Trojan.Win32.Shelma.ind	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.019.exe//	#	Не обработано	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:54	C:\Users\IEUser\Desktop\out.zip\out\bit.019.exe\#	Обнаружено	Обнаружен вредоносный объект	Trojan.Win32.Shelma.ind	Базы	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.019.exe//	#	Обнаружено	Троянская программа	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:53	C:\Users\IEUser\Desktop\out.zip\out\bit.018.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.018.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:53	C:\Users\IEUser\Desktop\out.zip\out\bit.018.exe\#	Обнаружено	Обнаружен вредоносный объект	EICAR-Test-File	Экспертный анализ	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.018.exe//	#	Обнаружено	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
Сегодня, 10.12.2021 19:23:53	C:\Users\IEUser\Desktop\out.zip\out\bit.017.exe\#	Не обработано	Лечение невозможно	EICAR-Test-File	Отложено	Файл	C:\Users\IEUser\Desktop\out.zip//out/bit.017.exe//	#	Не обработано	Вирус	Высокая	Точно	MSEDGEWIN10\IEUser	Активный пользователь
